Study_Hours,Attendance,Assignment_Avg,Internal_Mark,Sleep_Duration,Final_Mark
13.986856612044932,91.26177547531641,91.79226523903202,81.67541614249957,6.189786070030742,89.24223706028694
11.44694279531526,100.0,86.09560419495322,61.732214255071995,6.826577595141378,81.20050811063635
14.59075415240277,68.01432426180858,75.71556443904208,57.72701674866539,6.0490960948000465,70.35844393705477
18.092119425632102,87.62969236690572,67.23675866753311,69.94938313883571,6.630446164433152,79.00188092478568
11.063386501106656,75.49357430878173,83.37867976336308,67.44723066212607,4.727662399655458,68.49282843372333
11.063452172203277,77.12874616235304,79.72182462506099,63.201579260090874,7.255952448847526,69.39958326745614
18.316851262029566,76.07606075761132,85.74231864033278,80.44581171185072,7.001446570434669,100.0
15.069738916611636,73.36009230320184,82.62206162018363,84.32957812855766,6.019493642718171,89.052881532577
10.122102456260192,82.48521627944827,87.59463258383202,71.32610329437772,7.791094802118886,72.21067806528269
14.170240174343858,73.69049883588963,68.57717746127318,92.16295121582893,8.12508416515187,78.66942583060171
10.146329228750151,84.70456825779839,90.80872878761191,52.87466328799742,5.070928162757231,72.07380143795177
10.137080985718972,81.49761890550863,77.3711952563088,67.09510811080423,6.084730265720543,74.27207007363604
,79.6105195313359,99.90313047150319,59.247665190957925,6.077029180255242,80.27262095340207
4.346879021368808,72.92436337958402,66.72974618292518,42.0019507439041,5.872116278669362,51.2158984873986
5.100328669947869,76.23228669431667,95.83156563798299,68.7597897123595,7.995369810318098,71.47353402514939
9.750849883036109,89.55391225825755,77.37492940155177,68.17378737425075,6.767408633472636,75.06410963317322
7.948675518662305,87.00917187624381,67.18298395662661,92.70174614863197,6.682582190427267,77.52078132252431
13.256989330381096,72.22444755201448,69.19336999134813,79.46217526832166,4.5953651627118965,66.65124881018846
8.367903697915157,82.99332305429226,71.15583230166816,54.63719763506192,7.762501636251072,64.69326293003081
6.350785194658834,89.5138712337179,80.08999135682299,97.81138849501282,5.512889926175833,76.30919293500794
17.862595075686215,65.30594718878629,81.274025856426,88.31550543288029,7.071919156319594,88.81832053544572
11.096894798053857,87.43360192379934,68.11559995273706,78.73146555202923,7.33285232554983,88.82354484848253
12.270112818751695,75.37376241054153,74.7077448928682,66.60273851725252,8.632790315006382,76.39425336224103
6.301007255146173,87.70598668593159,100.0,55.6084114491478,5.429415521057066,68.26946438842293
9.82246910189927,74.36740843457483,95.73051804120854,64.4168983589342,4.0,76.30782413130346
12.443690358839465,63.95117899335481,80.23588403608838,86.33122929556279,7.220619453704434,82.50725365388004
7.396025690310789,65.72457562116837,75.4560417380184,98.26879458901914,9.160613417813025,81.0008744082673
13.502792073382688,82.48084946661382,76.44037592061913,93.14865292408284,8.486735623527325,89.50439128331963
9.597445240324781,84.59722501721483,82.362215672765,62.667258673205886,7.251591298329551,80.75805979276707
10.833225000826893,72.95683374895592,62.72648921761913,53.205738500664836,6.410036577241543,58.8515013634627
9.593173551082412,88.38592458777374,71.91148155091986,72.11329370366806,7.968547115964772,76.25658613349638
19.409112738035752,65.3847993773104,54.97699111346893,43.473409516557226,5.831744560354638,63.018467429759276
11.946011101048263,81.33920201352683,79.79067747126335,74.84751571277172,7.571629323227463,80.95974753452384
7.769156284176399,69.88983800237543,82.76635127643289,67.78596120551997,7.606564190999952,66.63364278926379
15.290179648412757,75.4816389219784,69.20176245240751,63.00945247197637,8.272251888998655,73.97254465146425
7.116625400115911,82.47398671316414,93.88784115948039,46.07945399099807,10.311592046693294,67.57973165423614
12.835454380019021,73.39586634716048,60.290812043971904,77.70400159854574,7.47089916061452,78.56101498445133
4.161319504480898,78.15444455770175,57.42750143748216,62.009487405071326,6.389243649151002,61.5621587352683
6.687255804406278,92.0629280921444,77.69342182271967,52.451247464345684,6.9693108253696066,60.20801740182025
12.787444943476494,76.23108130476851,87.56517963134586,26.916066800775262,4.877108914133059,62.212937991300706
14.953866319981643,90.35692112065142,95.20713229749443,69.58727642424046,6.16634424269313,81.75026355009126
12.685473124759882,70.70293145342382,69.49338884557272,96.58377395004617,6.508861074264275,77.17874477834485
11.537406870447038,87.29804177915283,87.94417000117555,94.91888821821806,6.371093922478489,86.37605482436489
10.795585217642845,96.41568620657901,74.53789836599151,63.14355615120592,7.182825846440466,72.66410395990732
6.0859120385302905,57.283554998727105,72.92847240071016,60.966819094573296,6.013096081141359,69.98347528961878
9.120623166421165,,85.60391924984006,77.03161384112536,8.345236800789365,78.81947831542784
10.15744491616085,87.7707212718054,82.82787454096103,55.02421841217563,7.000248477901836,65.40971594897007
16.22848890487566,79.96954613957007,56.08329411618901,74.52687849729199,6.988839614633663,74.90682528490892
13.374473158273846,85.71145873371309,92.71848419671075,81.49120417577035,6.606526340184499,89.9783833645481
4.947839378549064,75.9601481328418,91.56109624976942,88.40399835826462,7.186228820630775,85.26585711000445
13.29633587757918,82.865897874729,67.49324758188564,68.4976888528007,7.990117917601162,69.28115181338512
10.459670878334734,80.44322764607921,79.7496424012489,66.94489374734552,5.95944374114692,65.23407006515808
9.292311998776166,93.67782061659807,80.92836223539287,56.830261198651584,6.210260213109692,77.77719834137227
14.446705155363471,84.54420843301213,78.12808518988689,57.5967946894021,6.635528765468003,76.57545661200847
16.123998089983804,85.37602662075201,68.39633815385496,66.6028166214771,5.384954891832142,73.40006504303433
15.725120476464795,77.88123033877532,66.94051958474338,75.51048260224267,6.016890568334203,80.66815672870193
8.643129907109445,77.12393775927507,74.69335114810265,83.70376939349875,6.428534951746409,64.50984063250243
10.763150496595141,77.6744181218038,89.07274823111237,57.95231573979483,8.049267016855273,73.5713565207639
13.325053725614255,85.94452142378297,81.52320185513318,92.39032853439282,7.31507359480231,88.7625017023395
15.902180508489437,77.79015519179737,70.55262801496673,65.93314598436147,7.232307893641053,80.94882486028928
10.08330304861884,84.89774856896413,84.26038452778013,69.67949058477346,8.021077554601566,72.64882201481407
11.257364093344732,100.0,40.817488552439094,58.79182481278265,6.835153853920724,65.10121946334739
7.574660103975887,90.71124703431693,88.78518840446525,33.63639609590587,7.468557819914667,58.938462666295365
7.215173503677317,78.73976467832159,54.1234346546628,83.26068094541574,6.876133896481004,69.6637120406043
15.250103289576792,94.01213922163944,70.65070870316241,81.0526584563865,7.318434819279554,80.70641503223548
17.42496011428329,77.91924626978448,61.563961264486274,65.7800866432268,6.300689610866102,74.42000805091058
11.711959513678664,61.61875464822146,59.46382229134913,71.00486075837308,4.073419410068285,62.29029540080919
16.014131591568095,71.91913689082595,88.92992144854223,77.73908826556149,6.838865005376435,87.52162667018345
13.446544100190536,63.29208078974145,69.38758558425731,46.56181214670186,8.707297763319929,69.67283836338245
9.419520981579502,78.48486515958692,79.15804658076858,62.06420983980558,8.11145848268991,70.1388245472798
13.445582422033656,82.18418379189552,74.4369530534498,81.9139701943274,8.158476981509406,82.4211878716494
18.152146265863877,98.76437312275283,80.72448992667746,51.18565865246126,8.483356866167462,75.68565433188017
11.856695843560194,85.26927373764163,75.92186269272307,74.40336898249944,7.106389109153725,76.52647558526988
18.258574623256024,79.80899471191135,59.604093309737166,49.65127293064893,7.236778848886715,71.74921221879774
2.0,90.2940558118349,86.95520183336568,76.9964497365029,6.25881772547878,80.12189278239558
15.287610017500896,59.88864690992115,69.07492100206424,69.46537776553775,6.62071257276754,69.75874348106089
12.348188272952685,84.35614558108566,56.321017216082986,45.77302276141736,7.738925379725369,69.61990929401293
10.80397059813653,89.70865193886966,69.86261806840905,87.47109031685757,8.44466132460258,85.24476279014199
12.36704310614201,67.21413754220158,93.00911748761173,58.981126348029264,6.8326644691828005,75.4069231457206
